num,date,BitcoinValue,GoldValue,bitcoinPred,goldPred,mark
389,2017/10/5,4338.852,1274.5,4340.699043,1275.007186,TRUE
390,2017/10/6,4318.58,1261.8,4320.324551,1262.38461,TRUE
391,2017/10/7,4376.191667,1261.8,4378.063485,1262.280578,FALSE
392,2017/10/8,4602.280883,1261.8,4604.123547,1262.280578,FALSE
393,2017/10/9,4605.66,1278.75,4607.36608,1279.442357,TRUE
394,2017/10/10,4782.28,1291.4,4784.123059,1292.0912,TRUE
395,2017/10/11,4819.485767,1289.25,4821.377362,1289.647263,TRUE
396,2017/10/12,4822.17,1290.25,4823.874798,1290.838346,TRUE
397,2017/10/13,5563.806567,1299.6,5565.64915,1300.294204,TRUE
398,2017/10/14,5739.438733,1299.6,5741.281809,1300.080578,FALSE
399,2017/10/15,5825.99,1299.6,5827.844011,1300.080578,FALSE
400,2017/10/16,5711.205867,1303.3,5712.948377,1304.006162,TRUE
401,2017/10/17,5603.71294,1284.75,5605.45545,1285.348615,TRUE
402,2017/10/18,5594.66,1280.2,5596.420668,1280.667023,TRUE
403,2017/10/19,5727.6335,1286.4,5729.478339,1287.103972,TRUE
404,2017/10/20,5979.45984,1281.2,5981.302455,1281.686113,TRUE
405,2017/10/21,5986.44,1281.2,5988.19389,1281.680578,FALSE
406,2017/10/22,5983.18455,1281.2,5984.963482,1281.680578,FALSE
407,2017/10/23,5876.079867,1274.9,5877.822377,1275.413638,TRUE
408,2017/10/24,5900.59,1276.45,5902.483229,1277.086087,TRUE
409,2017/10/25,5669.622533,1275,5671.365043,1275.395464,TRUE
410,2017/10/26,5893.138417,1273.75,5894.981089,1274.149168,TRUE
411,2017/10/27,5889.82,1266.45,5891.599059,1266.983436,TRUE
412,2017/10/28,5776.69695,1266.45,5778.43946,1266.930578,FALSE
413,2017/10/29,6155.43402,1266.45,6157.276603,1266.930578,FALSE
414,2017/10/30,6136.49,1272,6138.235161,1272.706386,TRUE
415,2017/10/31,6388.645167,1270.15,6390.487782,1270.544115,TRUE
416,2017/11/1,6665.306683,1277.05,6667.149279,1277.751263,TRUE
417,2017/11/2,6751.98,1279.2,6753.833963,1279.871406,TRUE
418,2017/11/3,7197.72006,1267.2,7199.562643,1267.781251,TRUE
419,2017/11/4,7437.543317,1267.2,7439.38595,1267.680578,FALSE
420,2017/11/5,7365.99,1267.2,7367.73251,1267.680578,FALSE
421,2017/11/6,6989.071667,1270.9,6990.814177,1271.606162,TRUE
422,2017/11/7,7092.127233,1275.6,7093.976285,1276.308455,TRUE
423,2017/11/8,7128.64,1284,7130.532175,1284.69637,TRUE
424,2017/11/9,7158.03706,1284.8,7159.932825,1285.367751,TRUE
425,2017/11/10,6719.39785,1284.3,6721.14036,1284.735834,TRUE
426,2017/11/11,6569.22,1284.3,6570.96251,1284.780578,FALSE
427,2017/11/12,5716.301583,1284.3,5718.044093,1284.780578,FALSE
428,2017/11/13,6550.227533,1277.95,6552.070116,1278.464742,TRUE
429,2017/11/14,6493.63,1274.6,6495.372512,1275.028495,TRUE
430,2017/11/15,7301.42992,1282.2,7303.272503,1282.89877,TRUE
431,2017/11/16,7815.0307,1280,7816.873283,1280.398058,TRUE
432,2017/11/17,7868.77,1284.35,7870.645344,1285.058498,TRUE
433,2017/11/18,7817.140383,1284.35,7818.882897,1284.830578,FALSE
434,2017/11/19,8007.654067,1284.35,8009.49694,1284.830578,FALSE
435,2017/11/20,8049.72,1286.2,8051.607015,1286.855851,TRUE
436,2017/11/21,8059.8,1283.3,8061.602768,1283.71468,TRUE
437,2017/11/22,8268.035,1286.95,8269.877737,1287.655801,TRUE
438,2017/11/23,8236.72,1290.35,8238.462741,1291.053482,TRUE
439,2017/11/24,8250.978333,1290.5,8252.828381,1290.996327,TRUE
440,2017/11/25,8707.407267,1290.5,8709.24985,1290.980578,FALSE
441,2017/11/26,8768.8,1290.5,8770.66864,1290.980578,FALSE
442,2017/11/27,9718.29505,1294.9,9720.137633,1295.608535,TRUE
443,2017/11/28,9952.50882,1291.85,9954.351464,1292.269128,TRUE
444,2017/11/29,9919,1283.85,9920.74266,1284.394678,TRUE
445,2017/11/30,10147.372,1280.2,10149.21466,1280.638198,TRUE
446,2017/12/1,10883.912,1275.5,10885.75458,1275.971596,TRUE
447,2017/12/2,10879.88,1275.5,10881.65925,1275.980578,FALSE
448,2017/12/3,11332.622,1275.5,11334.46458,1275.980578,FALSE
449,2017/12/4,11584.83,1273.45,11586.67261,1273.845888,TRUE
450,2017/12/5,11591.22,1266.3,11592.96402,1266.830761,TRUE
451,2017/12/6,13540.98,1263.7,13542.82258,1264.10653,TRUE
452,2017/12/7,16501.97167,1255,16503.81425,1255.554083,TRUE
453,2017/12/8,16860.88,1250.65,16862.72258,1251.110792,TRUE
454,2017/12/9,15142.83415,1250.65,15144.57666,1251.130578,FALSE
455,2017/12/10,14869.805,1250.65,14871.54751,1251.130578,FALSE
456,2017/12/11,15068.95,1247.15,15070.7928,1247.583323,TRUE
457,2017/12/12,17276.39333,1240.9,17278.23591,1241.412522,TRUE
458,2017/12/13,16808.36667,1242.65,16810.10918,1243.299752,TRUE
459,2017/12/14,16252.31,1251,16254.05251,1251.696505,TRUE
460,2017/12/15,17771.9,1254.6,17773.74258,1255.305408,TRUE
461,2017/12/16,19498.68333,1254.6,19500.52591,1255.080578,FALSE
462,2017/12/17,19279.9,1254.6,19281.64251,1255.080578,FALSE
463,2017/12/18,18961.85667,1260.6,18963.59918,1261.304744,TRUE
464,2017/12/19,17737.11167,1260.35,17738.85418,1260.806448,TRUE
465,2017/12/20,17382.94,1264.55,17384.68251,1265.258284,TRUE
466,2017/12/21,16047.51,1264.55,16049.25251,1265.030578,TRUE
467,2017/12/22,15190.945,1262.45,15192.68751,1262.846538,TRUE
468,2017/12/23,13776.61,1262.45,13778.35251,1262.930578,FALSE
469,2017/12/24,13949.175,1262.45,13951.01813,1262.930578,FALSE
470,2017/12/25,14119.02833,1262.45,14120.87152,1262.930578,FALSE
471,2017/12/26,13740.94,1262.45,13742.68251,1262.930578,FALSE
472,2017/12/27,15589.32167,1279.4,15591.16425,1280.092357,TRUE
473,2017/12/28,14380.58167,1291,14382.32418,1291.691571,TRUE
474,2017/12/29,14214.01,1276.725,14215.75251,1277.315361,TRUE
475,2017/12/30,13215.574,1276.725,13217.31651,1277.205578,FALSE
476,2017/12/31,14165.575,1276.725,14167.41758,1277.205578,FALSE
477,2018/1/1,13796,1276.725,13797.74251,1277.205578,FALSE
478,2018/1/2,15005.85667,1312.05,15007.69925,1312.754663,TRUE
479,2018/1/3,15053.26167,1314.9,15055.14325,1315.594492,TRUE
480,2018/1/4,15039.24,1314.5,15040.98948,1314.943608,TRUE
481,2018/1/5,17174.12,1317.15,17175.96258,1317.839481,TRUE
482,2018/1/6,17319.198,1317.15,17321.04205,1317.630578,FALSE
483,2018/1/7,17155.95,1317.15,17157.69251,1317.630578,FALSE
484,2018/1/8,15265.90667,1319.95,15267.64918,1320.643341,TRUE
485,2018/1/9,14714.25333,1311,14715.99584,1311.55705,TRUE
486,2018/1/10,14437.42,1319.75,14439.16251,1320.445487,TRUE
487,2018/1/11,13296.794,1323.05,13298.53651,1323.752284,TRUE
488,2018/1/12,13912.882,1326.8,13914.72458,1327.506492,TRUE
489,2018/1/13,13791.19,1326.8,13792.93251,1327.280578,FALSE
490,2018/1/14,13852.92,1326.8,13854.78837,1327.280578,FALSE
491,2018/1/15,14012.196,1339.25,14014.03947,1339.94124,TRUE
492,2018/1/16,13554.14,1333.85,13555.88251,1334.34158,TRUE
493,2018/1/17,11116.94667,1335.65,11118.68918,1336.302861,TRUE
494,2018/1/18,11345.42333,1332.2,11347.26599,1332.631707,TRUE
495,2018/1/19,11174.82,1334.95,11176.56251,1335.642123,TRUE
496,2018/1/20,12950.79333,1334.95,12952.63591,1335.430578,FALSE
497,2018/1/21,11505.228,1334.95,11506.97051,1335.430578,FALSE
498,2018/1/22,11513.42,1332.6,11515.194,1333.000831,TRUE
499,2018/1/23,11223.064,1333.4,11224.80651,1333.967751,TRUE
500,2018/1/24,11282.25833,1353.7,11284.12879,1354.394403,TRUE
501,2018/1/25,11392.03,1354.95,11393.8777,1355.561837,TRUE
502,2018/1/26,10969.815,1353.15,10971.55751,1353.543901,TRUE
503,2018/1/27,11524.77667,1353.15,11526.61925,1353.630578,FALSE
504,2018/1/28,11431.37,1353.15,11433.11251,1353.630578,FALSE
505,2018/1/29,11212.655,1343.85,11214.39751,1344.410893,TRUE
506,2018/1/30,10184.06167,1344.9,10185.80418,1345.493263,TRUE
507,2018/1/31,10082.52,1345.05,10084.26251,1345.546327,TRUE
508,2018/2/1,9083.258333,1341.35,9085.000843,1341.789829,TRUE
509,2018/2/2,8901.901667,1331.15,8903.644177,1331.719305,TRUE
510,2018/2/3,8852.73,1331.15,8854.472517,1331.630578,FALSE
511,2018/2/4,8400.648333,1331.15,8402.390843,1331.630578,FALSE
512,2018/2/5,6838.816667,1333.6,6840.559177,1334.283292,TRUE
513,2018/2/6,6925.46,1331.4,6927.313975,1331.798058,TRUE
514,2018/2/7,8099.958333,1324.65,8101.800916,1325.173131,TRUE
515,2018/2/8,8240.536667,1315.45,8242.380972,1316.009831,TRUE
516,2018/2/9,8245.08,1314.1,8246.796368,1314.497033,TRUE
517,2018/2/10,8319.876566,1314.1,8321.736103,1314.580578,FALSE
518,2018/2/11,8343.455,1314.1,8345.346923,1314.580578,FALSE
519,2018/2/12,8068.02,1322.3,8069.76251,1322.996921,TRUE
520,2018/2/13,8597.7675,1325.35,8599.610083,1326.048489,TRUE
521,2018/2/14,9334.633333,1336.25,9336.475916,1336.942078,TRUE
522,2018/2/15,9471.64,1352.45,9473.484538,1353.141977,TRUE
523,2018/2/16,10127.16167,1352.1,10129.00425,1352.547735,TRUE
524,2018/2/17,10841.99167,1352.1,10843.83425,1352.580578,FALSE
525,2018/2/18,11085.83,1352.1,11087.67263,1352.580578,FALSE
526,2018/2/19,11110.965,1346.6,11112.85893,1347.094237,TRUE
527,2018/2/20,11390.39167,1339.85,11392.23426,1340.373131,TRUE
528,2018/2/21,11245.98,1330.5,11247.72251,1331.061414,TRUE
529,2018/2/22,9931.071667,1328.35,9932.814177,1328.747263,TRUE
530,2018/2/23,10162.11667,1327.95,10163.95932,1328.393608,TRUE
531,2018/2/24,10171.3,1327.95,10173.08961,1328.430578,FALSE
532,2018/2/25,9696.593333,1327.95,9698.335843,1328.430578,FALSE
533,2018/2/26,10348.60333,1333.5,10350.44591,1334.206386,TRUE
534,2018/2/27,10319.46,1325.75,10321.20286,1326.290889,TRUE
535,2018/2/28,10370.165,1317.85,10372.04327,1318.393191,TRUE
536,2018/3/1,11009.38167,1307.75,11011.22425,1308.318465,TRUE
537,2018/3/2,10931.12,1322.3,10932.86251,1322.991343,TRUE
538,2018/3/3,11326.94833,1322.3,11328.79091,1322.780578,FALSE
539,2018/3/4,11430.18167,1322.3,11432.03068,1322.780578,FALSE
540,2018/3/5,11516.83,1320.4,11518.68397,1320.794426,TRUE
541,2018/3/6,10763.19833,1331.4,10764.94084,1332.091991,TRUE
542,2018/3/7,10118.058,1329.4,10119.80051,1329.795316,TRUE
543,2018/3/8,9920.46,1321,9922.20251,1321.550259,TRUE
544,2018/3/9,9089.278333,1320.6,9091.020843,1321.043608,TRUE
545,2018/3/10,8746.002,1320.6,8747.74451,1321.080578,FALSE
546,2018/3/11,8777.37,1320.6,8779.265359,1321.080578,FALSE
547,2018/3/12,9182.843333,1319.15,9184.685916,1319.545464,TRUE
548,2018/3/13,9154.7,1322.75,9156.442942,1323.455408,TRUE
549,2018/3/14,9153.54,1323.55,9155.300443,1324.117751,TRUE
550,2018/3/15,8358.121667,1318.75,8359.864177,1319.224592,TRUE
551,2018/3/16,8530.402,1310.1,8532.245139,1310.653466,TRUE
552,2018/3/17,8297.89,1310.1,8299.63251,1310.580578,FALSE
553,2018/3/18,8171.415,1310.1,8173.15751,1310.580578,FALSE
554,2018/3/19,8412.033333,1312.4,8413.875964,1313.07777,TRUE
555,2018/3/20,8605.64,1311,8607.482842,1311.39618,TRUE
556,2018/3/21,8947.753333,1321.35,8949.595917,1322.042657,TRUE
557,2018/3/22,8690.408333,1329.15,8692.150843,1329.848121,TRUE
558,2018/3/23,8725.37,1346.6,8727.263372,1347.292632,TRUE
559,2018/3/24,8662.378333,1346.6,8664.120844,1347.080578,FALSE
560,2018/3/25,8617.296667,1346.6,8619.039192,1347.080578,FALSE
561,2018/3/26,8457.96,1352.4,8459.70251,1353.105496,TRUE
562,2018/3/27,7876.195,1341.45,7877.93751,1342.024959,TRUE
563,2018/3/28,7960.38,1332.45,7962.234967,1333.007621,TRUE
564,2018/3/29,7950.61,1323.85,7952.368382,1324.402841,TRUE
565,2018/3/30,6882.531667,1323.85,6884.274177,1324.330578,FALSE
566,2018/3/31,6935.48,1323.85,6937.356094,1324.330578,FALSE
567,2018/4/1,6937.56,1323.85,6939.267357,1324.330578,FALSE
568,2018/4/2,7035.848333,1323.85,7037.69855,1324.330578,FALSE
569,2018/4/3,7410.435,1333.45,7412.277583,1334.143751,TRUE
570,2018/4/4,7426.48,1337.3,7428.343676,1338.007065,TRUE
571,2018/4/5,6826.51,1327.7,6828.25251,1328.263919,TRUE
572,2018/4/6,6603.876667,1331.2,6605.619177,1331.904519,TRUE
573,2018/4/7,6634.68,1331.2,6636.575536,1331.680578,FALSE
574,2018/4/8,7017.656667,1331.2,7019.49925,1331.680578,FALSE
575,2018/4/9,6699.273333,1331.95,6701.015843,1332.512405,TRUE
576,2018/4/10,6784.41,1338.95,6786.264574,1339.650888,TRUE
577,2018/4/11,6926.266667,1350.75,6928.110895,1351.441468,TRUE
578,2018/4/12,7847.845,1341.35,7849.687583,1341.911928,TRUE
579,2018/4/13,7941.46,1343.7,7943.311555,1344.3797,TRUE
580,2018/4/14,8036.511051,1343.7,8038.362173,1344.180578,FALSE
581,2018/4/15,8340.748333,1343.7,8342.590921,1344.180578,FALSE
582,2018/4/16,8368.1,1349.35,8369.99544,1350.056039,TRUE
583,2018/4/17,7895.416926,1342.1,7897.159436,1342.632556,TRUE
584,2018/4/18,8164.937426,1351.45,8166.780026,1352.144204,TRUE
585,2018/4/19,8175.96,1348.6,8177.77547,1349.013245,TRUE
586,2018/4/20,8852.718333,1336.75,8854.560916,1337.330452,TRUE
587,2018/4/21,8807.205,1336.75,8808.947524,1337.230578,FALSE
588,2018/4/22,8930.6,1336.75,8932.445749,1337.230578,FALSE
589,2018/4/23,8933.861667,1324.3,8935.567236,1324.883477,TRUE
590,2018/4/24,9555.542,1328.85,9557.384583,1329.558556,TRUE
591,2018/4/25,9658.11,1321.65,9659.959162,1322.181664,TRUE
592,2018/4/26,9258.398333,1320.7,9260.140843,1321.10928,TRUE
593,2018/4/27,9010.32,1321.5,9012.06251,1322.067751,TRUE
594,2018/4/28,8928.55,1321.5,8930.29251,1321.980578,FALSE
595,2018/4/29,9334.281667,1321.5,9336.12425,1321.980578,FALSE
596,2018/4/30,9259.57,1313.2,9261.31251,1313.748917,TRUE
597,2018/5/1,9239.55,1307.1,9241.294655,1307.609096,TRUE
598,2018/5/2,9221.426,1304.2,9223.171625,1304.61468,TRUE
599,2018/5/3,9639.268333,1315.05,9641.110916,1315.742123,TRUE
600,2018/5/4,9753.35,1309.4,9755.19698,1309.898126,TRUE
601,2018/5/5,9803.306667,1309.4,9805.185681,1309.880578,FALSE
602,2018/5/6,9630.136277,1309.4,9631.878787,1309.880578,FALSE
603,2018/5/7,9631.44,1309.4,9633.155737,1309.880578,FALSE
604,2018/5/8,9228.608333,1306.6,9230.350843,1307.011837,TRUE
605,2018/5/9,9322.041667,1313.85,9323.893279,1314.549977,TRUE
606,2018/5/10,9310.37,1318.8,9312.123529,1319.508069,TRUE
607,2018/5/11,8468.788,1324.35,8470.53051,1325.056386,TRUE
608,2018/5/12,8484.346667,1324.35,8486.206976,1324.830578,FALSE
609,2018/5/13,8463.52,1324.35,8465.26434,1324.830578,FALSE
610,2018/5/14,8652.038333,1319.85,8653.881227,1320.315479,TRUE
611,2018/5/15,8511.458,1295,8513.20051,1295.602875,TRUE
612,2018/5/16,8471.06,1291.25,8472.802549,1291.691459,TRUE
613,2018/5/17,8106.118333,1289.5,8107.860843,1289.893786,TRUE
614,2018/5/18,8240.055,1288.3,8241.899763,1288.700458,TRUE
615,2018/5/19,8239.08,1288.3,8240.837397,1288.780578,FALSE
616,2018/5/20,8507.406667,1288.3,8509.249268,1288.780578,FALSE
617,2018/5/21,8385.556187,1288.35,8387.298697,1288.835741,TRUE
618,2018/5/22,8396.63,1293.05,8398.446126,1293.758455,TRUE
619,2018/5/23,7555.74,1289,7557.48251,1289.451212,TRUE
620,2018/5/24,7566.193333,1304.85,7568.001275,1305.541816,TRUE
621,2018/5/25,7576.78,1303.5,7578.589744,1303.897033,TRUE
622,2018/5/26,7342.908333,1303.5,7344.650843,1303.980578,FALSE
623,2018/5/27,7361.831667,1303.5,7363.710772,1303.980578,FALSE
624,2018/5/28,7344.56,1303.5,7346.306193,1303.980578,FALSE
625,2018/5/29,7459.876667,1295.5,7461.72346,1296.044678,TRUE
626,2018/5/30,7385.395,1300.7,7387.13751,1301.407471,TRUE
627,2018/5/31,7386.72,1305.35,7388.435437,1306.058501,TRUE
628,2018/6/1,7535.146667,1294.6,7536.990552,1295.173557,TRUE
629,2018/6/2,7645.146667,1294.6,7646.994325,1295.080578,FALSE
630,2018/6/3,7637.14,1294.6,7638.904483,1295.080578,FALSE
631,2018/6/4,7500.273333,1295.45,7502.015843,1296.023026,TRUE
632,2018/6/5,7615.722142,1292.05,7617.568916,1292.480097,TRUE
633,2018/6/6,7619.43,1300.1,7621.138084,1300.797356,TRUE
634,2018/6/7,7676.271667,1297.25,7678.144165,1297.663245,TRUE
635,2018/6/8,7620.153333,1298.25,7621.895845,1298.838346,TRUE
636,2018/6/9,7615.54,1298.25,7617.318098,1298.730578,FALSE
637,2018/6/10,6776.888333,1298.25,6778.630843,1298.730578,FALSE
638,2018/6/11,6875.678333,1299.6,6877.528419,1300.220418,TRUE
639,2018/6/12,6879.31,1298.65,6881.017547,1299.05928,TRUE
640,2018/6/13,6315.7,1296.15,6317.44251,1296.554109,TRUE
641,2018/6/14,6647.013333,1302.75,6648.855918,1303.452412,TRUE
642,2018/6/15,6637.41,1285.25,6639.168889,1285.847234,TRUE
643,2018/6/16,6509.426667,1285.25,6511.169177,1285.730578,FALSE
644,2018/6/17,6464.411667,1285.25,6466.154193,1285.730578,FALSE
645,2018/6/18,6445.79,1281.55,6447.535334,1281.989829,TRUE
646,2018/6/19,6737,1276.15,6738.842591,1276.64158,TRUE
647,2018/6/20,6714.718333,1274.2,6716.462217,1274.594827,TRUE
648,2018/6/21,6760.83,1266.15,6762.712902,1266.695407,TRUE
649,2018/6/22,6332.573333,1269.15,6334.315843,1269.847576,TRUE
650,2018/6/23,6141.605833,1269.15,6143.348343,1269.630578,FALSE
651,2018/6/24,6170.46,1269.15,6172.355762,1269.630578,FALSE
652,2018/6/25,6211.4475,1268.7,6213.335584,1269.139639,TRUE
653,2018/6/26,6218.595,1260.3,6220.351698,1260.850259,TRUE
654,2018/6/27,6097.46,1254.6,6099.20251,1255.099397,TRUE
655,2018/6/28,6107.896154,1251.55,6109.703862,1251.969128,TRUE
656,2018/6/29,5908.7025,1250.45,5910.44501,1250.853502,TRUE
657,2018/6/30,6223.28,1250.45,6225.122586,1250.930578,FALSE
658,2018/7/1,6374.754167,1250.45,6376.597918,1250.930578,FALSE
659,2018/7/2,6466.069167,1247.8,6467.921461,1248.207803,TRUE
660,2018/7/3,6626.44,1251.75,6628.283434,1252.45753,TRUE
661,2018/7/4,6593.289167,1255.65,6595.031838,1256.35731,TRUE
662,2018/7/5,6603.376667,1255.5,6605.179541,1255.965727,TRUE
663,2018/7/6,6555.51,1255.35,6557.252519,1255.815727,TRUE
664,2018/7/7,6594.281667,1255.35,6596.171867,1255.830578,FALSE
665,2018/7/8,6753.559167,1255.35,6755.402635,1255.830578,FALSE
666,2018/7/9,6724.04,1262.05,6725.78284,1262.752025,TRUE
667,2018/7/10,6510.791667,1254,6512.534177,1254.545407,TRUE
668,2018/7/11,6377.363333,1251.4,6379.105843,1251.80653,TRUE
669,2018/7/12,6403.18,1245.9,6405.074544,1246.394237,TRUE
670,2018/7/13,6244.3575,1241.7,6246.10001,1242.156032,TRUE
671,2018/7/14,6241,1241.7,6242.779127,1242.180578,FALSE
672,2018/7/15,6248.84,1241.7,6250.608235,1242.180578,FALSE
673,2018/7/16,6514.390833,1241.1,6516.233436,1241.528726,TRUE
674,2018/7/17,6869.910833,1232.8,6871.753417,1233.348917,TRUE
675,2018/7/18,7321.62,1224.5,7323.462583,1225.048917,TRUE
676,2018/7/19,7396.401667,1217.55,7398.261213,1218.077038,TRUE
677,2018/7/20,7428.045,1228.75,7429.940257,1229.441832,TRUE
678,2018/7/21,7334.99,1228.75,7336.73251,1229.230578,FALSE
679,2018/7/22,7451.289167,1228.75,7453.135817,1229.230578,FALSE
680,2018/7/23,7689.884167,1224.95,7691.726802,1225.39309,TRUE
681,2018/7/24,7715.1,1228.35,7716.994009,1229.053482,TRUE
682,2018/7/25,8251.165,1231.5,8253.007583,1232.200154,TRUE
683,2018/7/26,8187.324167,1228.25,8189.066677,1228.67532,TRUE
684,2018/7/27,7939.81,1223.95,7941.55251,1224.409213,TRUE
685,2018/7/28,8182.251667,1223.95,8184.094295,1224.430578,FALSE
686,2018/7/29,8206.341667,1223.95,8208.234348,1224.430578,FALSE
687,2018/7/30,8220.91,1223.8,8222.762668,1224.265727,TRUE
688,2018/7/31,7916.800833,1220.95,7918.543343,1221.363245,TRUE
689,2018/8/1,7570.869167,1219,7572.611677,1219.394827,TRUE
690,2018/8/2,7607.7,1215.45,7609.591912,1215.884945,TRUE
691,2018/8/3,7394.499167,1216.3,7396.241677,1216.873026,TRUE
692,2018/8/4,7247.769167,1216.3,7249.511677,1216.780578,FALSE
693,2018/8/5,7011.28,1216.3,7013.02251,1216.780578,FALSE
694,2018/8/6,6988.079167,1209.65,6989.822823,1210.171107,TRUE
695,2018/8/7,6993.513333,1212.35,6995.242039,1213.040838,TRUE
696,2018/8/8,6718.23,1209.55,6719.97251,1209.961837,TRUE
697,2018/8/9,6396.7725,1214.35,6398.51501,1215.058331,TRUE
698,2018/8/10,6396.494667,1214.4,6398.239167,1214.885741,TRUE
699,2018/8/11,6138.96,1214.4,6140.70251,1214.880578,FALSE
700,2018/8/12,6311.131667,1214.4,6312.974808,1214.880578,FALSE
701,2018/8/13,6347.07,1200.35,6348.962636,1200.939666,TRUE
702,2018/8/14,6252.13,1197,6253.87251,1197.428495,TRUE
703,2018/8/15,6362.676923,1182,6364.524484,1182.592367,TRUE
704,2018/8/16,6342.629231,1180.4,6344.373874,1180.794091,TRUE
705,2018/8/17,6312.75,1178.4,6314.492817,1178.795316,TRUE
706,2018/8/18,6436.720833,1178.4,6438.566519,1178.880578,FALSE
707,2018/8/19,6404.063333,1178.4,6405.80602,1178.880578,FALSE
708,2018/8/20,6486.58,1184.35,6488.435685,1185.054935,TRUE
709,2018/8/21,6401.246154,1190.95,6402.988664,1191.652412,TRUE
710,2018/8/22,6575.229167,1196.65,6577.072273,1197.35586,TRUE
711,2018/8/23,6354.57,1192.35,6356.31251,1192.809213,TRUE
712,2018/8/24,6543.645714,1197.7,6545.488602,1198.407035,TRUE
713,2018/8/25,6719.429231,1197.7,6721.272305,1198.180578,FALSE
714,2018/8/26,6738.27,1197.7,6740.148758,1198.180578,FALSE
715,2018/8/27,6719.266154,1197.7,6721.011284,1198.180578,FALSE
716,2018/8/28,7000.04,1212.25,7001.882594,1212.941343,TRUE
717,2018/8/29,7078.19,1204.2,7080.047752,1204.745407,TRUE
718,2018/8/30,6932.6625,1197.3,6934.40501,1197.826079,TRUE
719,2018/8/31,6981.946154,1202.45,6983.82584,1203.157604,TRUE
720,2018/9/1,7018.78,1202.45,7020.671909,1202.930578,FALSE
721,2018/9/2,7247.935385,1202.45,7249.778041,1202.930578,FALSE
722,2018/9/3,7260.949231,1200.05,7262.78759,1200.451872,TRUE
723,2018/9/4,7265.08,1190.85,7266.791771,1191.409831,TRUE
724,2018/9/5,7113.069231,1196.7,7114.811741,1197.405311,TRUE
725,2018/9/6,6433.271667,1205.15,6435.014177,1205.846238,TRUE
726,2018/9/7,6501.19,1198.9,6503.053795,1199.412522,TRUE
727,2018/9/8,6366.1075,1198.9,6367.85001,1199.380578,FALSE
728,2018/9/9,6286.425833,1198.9,6288.168343,1199.380578,FALSE
729,2018/9/10,6240.98,1196.6,6242.722524,1196.999846,TRUE
730,2018/9/11,6296.320833,1189.85,6298.194687,1190.373131,TRUE
731,2018/9/12,6273.1375,1195.6,6274.88116,1196.30568,TRUE
732,2018/9/13,6326.04,1209.8,6327.916138,1210.491259,TRUE
733,2018/9/14,6499.0625,1201.95,6500.905625,1202.492433,TRUE
734,2018/9/15,6518.655,1201.95,6520.536741,1202.430578,FALSE
735,2018/9/16,6522.39,1201.95,6524.098285,1202.430578,FALSE
736,2018/9/17,6400.600833,1201.9,6402.343343,1202.375515,TRUE
737,2018/9/18,6296.631667,1200.2,6298.374177,1200.593777,TRUE
738,2018/9/19,6342.39,1203.3,6344.273263,1203.999347,TRUE
739,2018/9/20,6418.562667,1208.35,6420.42145,1209.057852,TRUE
740,2018/9/21,6669.990833,1198.7,6671.833449,1199.264401,TRUE
741,2018/9/22,6756.12,1198.7,6757.974176,1199.180578,FALSE
742,2018/9/23,6710.445,1198.7,6712.187524,1199.180578,FALSE
743,2018/9/24,6639.304167,1202.75,6641.046677,1203.457897,TRUE
744,2018/9/25,6583.45,1201.9,6585.192512,1202.313972,TRUE
745,2018/9/26,6468.631667,1194.25,6470.374177,1194.789305,TRUE
746,2018/9/27,6535.476667,1185.4,6537.341203,1185.955887,TRUE
747,2018/9/28,6686.08,1187.25,6687.923788,1187.905851,TRUE
748,2018/9/29,6550.474167,1187.25,6552.216677,1187.730578,FALSE
749,2018/9/30,6593.135,1187.25,6595.021417,1187.730578,FALSE
750,2018/10/1,6611.02,1189.35,6612.894355,1190.019085,TRUE
751,2018/10/2,6562.641667,1204.7,6564.384185,1205.391609,TRUE
752,2018/10/3,6470.4025,1201.2,6472.14501,1201.633323,TRUE
753,2018/10/4,6483.73,1203.45,6485.571487,1204.125746,TRUE
754,2018/10/5,6568.549167,1203.8,6570.40387,1204.318229,TRUE
755,2018/10/6,6581.486667,1203.8,6583.324245,1204.280578,FALSE
756,2018/10/7,6573.62,1203.8,6575.385035,1204.280578,FALSE
757,2018/10/8,6618.567692,1186.95,6620.451784,1187.546213,TRUE
758,2018/10/9,6621.711667,1185.55,6623.416839,1185.94618,TRUE
759,2018/10/10,6626.85,1188.6,6628.574322,1189.298489,TRUE
760,2018/10/11,6248.635833,1205.55,6250.378343,1206.242357,TRUE
761,2018/10/12,6260.530833,1219.75,6262.356987,1220.441259,TRUE
762,2018/10/13,6247,1219.75,6248.750182,1220.230578,FALSE
763,2018/10/14,6299.399167,1219.75,6301.275788,1220.230578,FALSE
764,2018/10/15,6452.571667,1229.95,6454.41535,1230.642846,TRUE
765,2018/10/16,6599.17,1230.7,6601.013973,1231.262405,TRUE
766,2018/10/17,6596.276154,1229.05,6598.053948,1229.443877,TRUE
767,2018/10/18,6568.040769,1223,6569.783704,1223.507929,TRUE
768,2018/10/19,6509.61,1227.85,6511.352511,1228.558253,TRUE
769,2018/10/20,6488.825833,1227.85,6490.570188,1228.330578,FALSE
770,2018/10/21,6531.601667,1227.85,6533.487968,1228.330578,FALSE
771,2018/10/22,6504.78,1222.3,6506.523071,1222.795546,TRUE
