,data,value
1006,2020/9/4,1926.3
1007,2020/9/7,1928.45
1008,2020/9/8,1910.95
1009,2020/9/9,1947.2
1010,2020/9/10,1966.25
1011,2020/9/11,1947.4
1012,2020/9/14,1958.7
1013,2020/9/15,1949.35
1014,2020/9/16,1961.8
1015,2020/9/17,1936.25
1016,2020/9/18,1950.85
1017,2020/9/21,1909.35
1018,2020/9/22,1906
1019,2020/9/23,1873.4
1020,2020/9/24,1861.75
1021,2020/9/25,1859.7
1022,2020/9/28,1864.3
1023,2020/9/29,1883.95
1024,2020/9/30,1886.9
1025,2020/10/1,1902
1026,2020/10/2,1903.05
1027,2020/10/5,1909.6
1028,2020/10/6,1913.4
1029,2020/10/7,1884.5
1030,2020/10/8,1887.45
1031,2020/10/9,1923.25
1032,2020/10/12,1925.5
1033,2020/10/13,1891.3
1034,2020/10/14,1910.05
1035,2020/10/15,1891.9
1036,2020/10/16,1905.05
1037,2020/10/19,1905.6
1038,2020/10/20,1898.4
1039,2020/10/21,1924.15
1040,2020/10/22,1900.95
1041,2020/10/23,1903.65
1042,2020/10/26,1898.45
1043,2020/10/27,1905.7
1044,2020/10/28,1869.95
1045,2020/10/29,1870.3
1046,2020/10/30,1881.85
1047,2020/11/2,1889.9
1048,2020/11/3,1908.3
1049,2020/11/4,1900.15
1050,2020/11/5,1938.45
1051,2020/11/6,1940.8
1052,2020/11/9,1867.3
1053,2020/11/10,1878.7
1054,2020/11/11,1860.95
1055,2020/11/12,1874.85
1056,2020/11/13,1890.9
1057,2020/11/16,1885.6
1058,2020/11/17,1889.05
1059,2020/11/18,1876.1
1060,2020/11/19,1857.35
1061,2020/11/20,1875.7
1062,2020/11/23,1840.2
1063,2020/11/24,1799.6
1064,2020/11/25,1810.2
1065,2020/11/26,1807.4
1066,2020/11/27,1779.3
1067,2020/11/30,1762.55
1068,2020/12/1,1810.75
1069,2020/12/2,1822.6
1070,2020/12/3,1832.35
1071,2020/12/4,1843
1072,2020/12/7,1859.95
1073,2020/12/8,1868.15
1074,2020/12/9,1841.75
1075,2020/12/10,1844.35
1076,2020/12/11,1842
1077,2020/12/14,1831.15
1078,2020/12/15,1850.65
1079,2020/12/16,1851.95
1080,2020/12/17,1890.75
1081,2020/12/18,1879.75
1082,2020/12/21,1880
1083,2020/12/22,1877.1
1084,2020/12/23,1875
1085,2020/12/24,1875
1086,2020/12/29,1874.3
1087,2020/12/30,1887.6
1088,2020/12/31,1887.6
1089,2021/1/4,1943.2
1090,2021/1/5,1940.35
1091,2021/1/6,1931.95
1092,2021/1/7,1920.1
1093,2021/1/8,1862.9
1094,2021/1/11,1847.25
1095,2021/1/12,1841.25
1096,2021/1/13,1858.85
1097,2021/1/14,1841.75
1098,2021/1/15,1839
1099,2021/1/18,1833.05
1100,2021/1/19,1834.7
1101,2021/1/20,1856.6
1102,2021/1/21,1862.1
1103,2021/1/22,1852.7
1104,2021/1/25,1856.85
1105,2021/1/26,1856.6
1106,2021/1/27,1843
1107,2021/1/28,1853.7
1108,2021/1/29,1863.8
1109,2021/2/1,1862.95
1110,2021/2/2,1833.1
1111,2021/2/3,1835.45
1112,2021/2/4,1785.9
1113,2021/2/5,1802.95
1114,2021/2/8,1835.25
1115,2021/2/9,1839.6
1116,2021/2/10,1842.65
1117,2021/2/11,1840.1
1118,2021/2/12,1816.35
1119,2021/2/15,1817.3
1120,2021/2/16,1794.25
1121,2021/2/17,1780.7
1122,2021/2/18,1773.15
1123,2021/2/19,1786.2
1124,2021/2/22,1807.45
1125,2021/2/23,1799.65
1126,2021/2/24,1788
1127,2021/2/25,1779.65
1128,2021/2/26,1742.85
1129,2021/3/1,1734.15
1130,2021/3/2,1723.85
1131,2021/3/3,1711.4
1132,2021/3/4,1712.1
1133,2021/3/5,1696.25
1134,2021/3/8,1687.05
1135,2021/3/9,1716.9
1136,2021/3/10,1716.2
1137,2021/3/11,1724.25
1138,2021/3/12,1704.8
1139,2021/3/15,1723.65
1140,2021/3/16,1735
1141,2021/3/17,1729.65
1142,2021/3/18,1725.9
1143,2021/3/19,1735.2
1144,2021/3/22,1736.15
1145,2021/3/23,1726.2
1146,2021/3/24,1730.5
1147,2021/3/25,1737.3
1148,2021/3/26,1731.8
1149,2021/3/29,1705.95
1150,2021/3/30,1683.95
1151,2021/3/31,1691.05
1152,2021/4/1,1726.05
1153,2021/4/6,1744.65
1154,2021/4/7,1738.05
1155,2021/4/8,1755.5
1156,2021/4/9,1741.2
1157,2021/4/12,1732.85
1158,2021/4/13,1747.95
1159,2021/4/14,1735.55
1160,2021/4/15,1757.2
1161,2021/4/16,1774.45
1162,2021/4/19,1774.5
1163,2021/4/20,1777.85
1164,2021/4/21,1798.2
1165,2021/4/22,1787.75
1166,2021/4/23,1781.8
1167,2021/4/26,1773.35
1168,2021/4/27,1784.15
1169,2021/4/28,1772.2
1170,2021/4/29,1762.65
1171,2021/4/30,1767.65
1172,2021/5/4,1797.75
1173,2021/5/5,1782.25
1174,2021/5/6,1813.15
1175,2021/5/7,1836.55
1176,2021/5/10,1840.45
1177,2021/5/11,1829.1
1178,2021/5/12,1830.7
1179,2021/5/13,1821.8
1180,2021/5/14,1838.1
1181,2021/5/17,1853.7
1182,2021/5/18,1866.75
1183,2021/5/19,1888.45
1184,2021/5/20,1878.3
1185,2021/5/21,1875.9
1186,2021/5/24,1880.15
1187,2021/5/25,1887
1188,2021/5/26,1899.75
1189,2021/5/27,1891.45
1190,2021/5/28,1899.95
1191,2021/6/1,1899.35
1192,2021/6/2,1902.75
1193,2021/6/3,1866.55
1194,2021/6/4,1890.6
1195,2021/6/7,1888.4
1196,2021/6/8,1893.15
1197,2021/6/9,1894.6
1198,2021/6/10,1888.65
1199,2021/6/11,1881.05
1200,2021/6/14,1865.6
1201,2021/6/15,1865.1
1202,2021/6/16,1860.75
1203,2021/6/17,1778.7
1204,2021/6/18,1773.1
1205,2021/6/21,1775.05
1206,2021/6/22,1775.05
1207,2021/6/23,1791.6
1208,2021/6/24,1784.85
1209,2021/6/25,1786.65
1210,2021/6/28,1780.3
1211,2021/6/29,1755.45
1212,2021/6/30,1763.15
1213,2021/7/1,1781.5
1214,2021/7/2,1786.15
1215,2021/7/5,1791.35
1216,2021/7/6,1809.85
1217,2021/7/7,1804.65
1218,2021/7/8,1807.7
1219,2021/7/9,1806
1220,2021/7/12,1792.4
1221,2021/7/13,1813.85
1222,2021/7/14,1823.2
1223,2021/7/15,1823.75
1224,2021/7/16,1824.3
1225,2021/7/19,1814.9
1226,2021/7/20,1823.05
1227,2021/7/21,1802.15
1228,2021/7/22,1799.45
1229,2021/7/23,1799.6
1230,2021/7/26,1800.2
1231,2021/7/27,1800.35
1232,2021/7/28,1796.6
1233,2021/7/29,1829.3
1234,2021/7/30,1825.75
1235,2021/8/2,1811.45
1236,2021/8/3,1812.65
1237,2021/8/4,1829.1
1238,2021/8/5,1800.75
1239,2021/8/6,1762.9
1240,2021/8/9,1738.85
1241,2021/8/10,1723.35
1242,2021/8/11,1743.6
1243,2021/8/12,1747.4
1244,2021/8/13,1773.85
1245,2021/8/16,1786.35
1246,2021/8/17,1789.45
1247,2021/8/18,1783.45
1248,2021/8/19,1782.05
1249,2021/8/20,1779.05
1250,2021/8/23,1802
1251,2021/8/24,1808.45
1252,2021/8/25,1788.7
1253,2021/8/26,1786.6
1254,2021/8/27,1798.5
1255,2021/8/31,1814.85
1256,2021/9/1,1811.8
1257,2021/9/2,1812.55
1258,2021/9/3,1823.7
1259,2021/9/6,1821.6
1260,2021/9/7,1802.15
1261,2021/9/8,1786
1262,2021/9/9,1788.25
1263,2021/9/10,1794.6
